,name,trial,ifJudgeChase,selectWolf,selectSheep,hideId,trainCondition,lineCondition,rf
0,fumengyao0407,0,0,,,3,1,masterDistractor,1
1,fumengyao0407,1,1,2.0,0.0,3,1,masterDistractor,0
2,fumengyao0407,2,1,0.0,1.0,1,1,wolfDistractor,1
3,fumengyao0407,3,0,,,1,1,masterDistractor,1
4,fumengyao0407,4,0,,,1,1,masterWolf,0
5,fumengyao0407,5,0,,,1,1,wolfDistractor,1
6,fumengyao0407,6,0,,,3,1,masterDistractor,1
7,fumengyao0407,7,1,0.0,2.0,3,1,wolfDistractor,0
8,fumengyao0407,8,1,0.0,2.0,3,1,wolfDistractor,0
9,fumengyao0407,9,0,,,1,1,wolfDistractor,0
10,fumengyao0407,10,0,,,1,1,masterWolf,0
11,fumengyao0407,11,1,2.0,0.0,3,1,masterDistractor,0
12,fumengyao0407,12,0,,,3,1,masterDistractor,1
13,fumengyao0407,13,0,,,1,1,masterWolf,0
14,fumengyao0407,14,0,,,3,1,masterWolf,1
15,fumengyao0407,15,0,,,1,1,masterWolf,0
16,fumengyao0407,16,1,0.0,1.0,1,1,wolfDistractor,1
17,fumengyao0407,17,0,,,3,1,masterDistractor,1
18,fumengyao0407,18,0,,,3,1,masterWolf,1
19,fumengyao0407,19,0,,,1,1,masterWolf,1
20,fumengyao0407,20,1,2.0,0.0,3,1,masterDistractor,0
21,fumengyao0407,21,1,0.0,1.0,1,1,wolfDistractor,1
22,fumengyao0407,22,0,,,1,1,masterWolf,0
23,fumengyao0407,23,1,0.0,2.0,3,1,wolfDistractor,1
24,fumengyao0407,24,1,0.0,2.0,3,1,wolfDistractor,0
25,fumengyao0407,25,0,,,3,1,masterWolf,0
26,fumengyao0407,26,0,,,3,1,masterWolf,1
27,fumengyao0407,27,0,,,3,1,masterWolf,0
28,fumengyao0407,28,0,,,1,1,masterWolf,1
29,fumengyao0407,29,0,,,1,1,masterWolf,0
30,fumengyao0407,30,0,,,1,1,masterWolf,0
31,fumengyao0407,31,0,,,1,1,masterWolf,1
32,fumengyao0407,32,1,0.0,1.0,1,1,wolfDistractor,0
33,fumengyao0407,33,0,,,1,1,masterDistractor,0
34,fumengyao0407,34,1,0.0,2.0,3,1,wolfDistractor,0
35,fumengyao0407,35,0,,,1,1,masterWolf,0
36,fumengyao0407,36,1,0.0,1.0,1,1,wolfDistractor,0
37,fumengyao0407,37,1,1.0,0.0,1,1,masterDistractor,0
38,fumengyao0407,38,0,,,1,1,masterDistractor,1
39,fumengyao0407,39,1,0.0,2.0,3,1,wolfDistractor,0
40,fumengyao0407,40,0,,,3,1,masterWolf,0
41,fumengyao0407,41,0,,,3,1,wolfDistractor,1
42,fumengyao0407,42,0,,,3,1,wolfDistractor,1
43,fumengyao0407,43,1,0.0,2.0,3,1,wolfDistractor,0
44,fumengyao0407,44,0,,,3,1,masterDistractor,1
45,fumengyao0407,45,0,,,1,1,masterDistractor,1
46,fumengyao0407,46,0,,,1,1,wolfDistractor,0
47,fumengyao0407,47,1,0.0,1.0,1,1,wolfDistractor,0
48,fumengyao0407,48,0,,,1,1,masterWolf,1
49,fumengyao0407,49,0,,,3,1,masterWolf,1
50,fumengyao0407,50,1,0.0,1.0,3,1,masterWolf,0
51,fumengyao0407,51,0,,,1,1,masterDistractor,1
52,fumengyao0407,52,1,0.0,1.0,3,1,masterWolf,0
53,fumengyao0407,53,0,,,1,1,masterWolf,1
54,fumengyao0407,54,0,,,3,1,masterWolf,0
55,fumengyao0407,55,0,,,1,1,masterDistractor,0
56,fumengyao0407,56,0,,,1,1,wolfDistractor,0
57,fumengyao0407,57,0,,,1,1,masterDistractor,0
58,fumengyao0407,58,0,,,3,1,masterWolf,1
59,fumengyao0407,59,0,,,1,1,wolfDistractor,1
60,fumengyao0407,60,1,0.0,1.0,1,1,wolfDistractor,0
61,fumengyao0407,61,1,0.0,2.0,3,1,wolfDistractor,1
62,fumengyao0407,62,0,,,3,1,masterWolf,1
63,fumengyao0407,63,1,0.0,2.0,3,1,wolfDistractor,1
64,fumengyao0407,64,0,,,1,1,masterDistractor,1
65,fumengyao0407,65,0,,,1,1,masterDistractor,1
66,fumengyao0407,66,1,0.0,2.0,3,1,masterDistractor,0
67,fumengyao0407,67,0,,,1,1,masterWolf,1
68,fumengyao0407,68,0,,,3,1,masterWolf,0
69,fumengyao0407,69,1,2.0,0.0,3,1,masterDistractor,0
70,fumengyao0407,70,0,,,1,1,masterDistractor,0
71,fumengyao0407,71,0,,,1,1,masterWolf,0
72,fumengyao0407,72,0,,,1,1,masterWolf,1
73,fumengyao0407,73,0,,,1,1,masterWolf,1
74,fumengyao0407,74,1,1.0,0.0,1,1,masterDistractor,0
75,fumengyao0407,75,0,,,1,1,masterDistractor,1
76,fumengyao0407,76,1,0.0,1.0,1,1,wolfDistractor,1
77,fumengyao0407,77,0,,,1,1,masterWolf,0
78,fumengyao0407,78,1,0.0,2.0,3,1,masterDistractor,0
79,fumengyao0407,79,1,0.0,2.0,3,1,wolfDistractor,1
80,fumengyao0407,80,1,0.0,1.0,1,1,wolfDistractor,1
81,fumengyao0407,81,1,1.0,0.0,1,1,masterDistractor,0
82,fumengyao0407,82,0,,,3,1,wolfDistractor,1
83,fumengyao0407,83,1,0.0,2.0,3,1,wolfDistractor,1
84,fumengyao0407,84,1,0.0,1.0,1,1,wolfDistractor,1
85,fumengyao0407,85,0,,,3,1,masterWolf,0
86,fumengyao0407,86,0,,,1,1,masterWolf,1
87,fumengyao0407,87,1,0.0,2.0,3,1,masterDistractor,1
88,fumengyao0407,88,0,,,3,1,masterDistractor,1
89,fumengyao0407,89,1,0.0,1.0,1,1,wolfDistractor,0
90,fumengyao0407,90,1,0.0,1.0,1,1,masterDistractor,0
91,fumengyao0407,91,0,,,3,1,masterWolf,1
92,fumengyao0407,92,0,,,1,1,masterWolf,1
93,fumengyao0407,93,0,,,3,1,masterWolf,1
94,fumengyao0407,94,0,,,1,1,masterDistractor,1
95,fumengyao0407,95,0,,,1,1,masterDistractor,1
96,fumengyao0407,96,1,0.0,1.0,1,1,masterDistractor,1
97,fumengyao0407,97,1,2.0,0.0,3,1,masterDistractor,1
98,fumengyao0407,98,0,,,1,1,wolfDistractor,1
99,fumengyao0407,99,0,,,3,1,wolfDistractor,0
100,fumengyao0407,100,0,,,3,1,masterDistractor,1
101,fumengyao0407,101,1,0.0,1.0,3,1,masterWolf,1
102,fumengyao0407,102,1,0.0,2.0,3,1,masterDistractor,0
103,fumengyao0407,103,1,0.0,2.0,3,1,wolfDistractor,1
104,fumengyao0407,104,1,0.0,2.0,3,1,wolfDistractor,0
105,fumengyao0407,105,0,,,1,1,wolfDistractor,1
106,fumengyao0407,106,0,,,1,1,wolfDistractor,0
107,fumengyao0407,107,0,,,3,1,wolfDistractor,0
108,fumengyao0407,108,1,0.0,1.0,1,1,masterDistractor,0
109,fumengyao0407,109,0,,,3,1,masterWolf,0
110,fumengyao0407,110,1,0.0,2.0,3,1,wolfDistractor,1
111,fumengyao0407,111,1,0.0,2.0,3,1,masterDistractor,0
112,fumengyao0407,112,1,0.0,2.0,3,1,wolfDistractor,0
113,fumengyao0407,113,1,0.0,1.0,1,1,masterDistractor,0
114,fumengyao0407,114,1,0.0,1.0,1,1,wolfDistractor,0
115,fumengyao0407,115,1,0.0,2.0,3,1,masterDistractor,0
116,fumengyao0407,116,0,,,3,1,masterWolf,1
117,fumengyao0407,117,1,2.0,0.0,3,1,masterDistractor,0
118,fumengyao0407,118,0,,,3,1,masterDistractor,1
119,fumengyao0407,119,0,,,3,1,masterWolf,0
120,luxiaolin1217,0,0,,,1,1,wolfDistractor,0
121,luxiaolin1217,1,1,0.0,2.0,3,1,masterDistractor,0
122,luxiaolin1217,2,0,,,3,1,masterWolf,1
123,luxiaolin1217,3,1,0.0,1.0,3,1,masterWolf,0
124,luxiaolin1217,4,0,,,1,1,masterWolf,0
125,luxiaolin1217,5,1,0.0,1.0,3,1,masterWolf,0
126,luxiaolin1217,6,0,,,3,1,wolfDistractor,0
127,luxiaolin1217,7,0,,,1,1,masterDistractor,1
128,luxiaolin1217,8,1,1.0,3.0,3,1,masterWolf,1
129,luxiaolin1217,9,0,,,1,1,masterDistractor,1
130,luxiaolin1217,10,1,1.0,3.0,3,1,masterWolf,1
131,luxiaolin1217,11,0,,,1,1,wolfDistractor,1
132,luxiaolin1217,12,0,,,1,1,masterWolf,1
133,luxiaolin1217,13,1,0.0,1.0,1,1,wolfDistractor,0
134,luxiaolin1217,14,0,,,1,1,masterDistractor,0
135,luxiaolin1217,15,1,3.0,1.0,3,1,masterDistractor,1
136,luxiaolin1217,16,1,0.0,1.0,3,1,masterWolf,0
137,luxiaolin1217,17,1,1.0,0.0,1,1,masterDistractor,0
138,luxiaolin1217,18,0,,,1,1,wolfDistractor,1
139,luxiaolin1217,19,1,0.0,1.0,3,1,masterWolf,0
140,luxiaolin1217,20,1,2.0,0.0,3,1,masterDistractor,0
141,luxiaolin1217,21,1,0.0,1.0,1,1,wolfDistractor,0
142,luxiaolin1217,22,0,,,3,1,masterDistractor,0
143,luxiaolin1217,23,0,,,1,1,masterWolf,0
144,luxiaolin1217,24,0,,,1,1,masterWolf,1
145,luxiaolin1217,25,0,,,1,1,masterWolf,0
146,luxiaolin1217,26,0,,,3,1,masterDistractor,1
147,luxiaolin1217,27,0,,,1,1,masterWolf,1
148,luxiaolin1217,28,1,3.0,1.0,3,1,masterDistractor,1
149,luxiaolin1217,29,0,,,1,1,masterDistractor,0
150,luxiaolin1217,30,1,0.0,1.0,3,1,masterWolf,0
151,luxiaolin1217,31,0,,,3,1,wolfDistractor,1
152,luxiaolin1217,32,1,0.0,1.0,3,1,masterWolf,0
153,luxiaolin1217,33,0,,,1,1,masterDistractor,0
154,luxiaolin1217,34,1,0.0,1.0,3,1,masterWolf,0
155,luxiaolin1217,35,0,,,3,1,wolfDistractor,0
156,luxiaolin1217,36,0,,,3,1,masterWolf,1
157,luxiaolin1217,37,0,,,1,1,masterDistractor,0
158,luxiaolin1217,38,0,,,1,1,wolfDistractor,1
159,luxiaolin1217,39,0,,,1,1,masterWolf,1
160,luxiaolin1217,40,0,,,1,1,wolfDistractor,1
161,luxiaolin1217,41,0,,,3,1,masterDistractor,1
162,luxiaolin1217,42,0,,,1,1,masterWolf,1
163,luxiaolin1217,43,0,,,1,1,masterDistractor,1
164,luxiaolin1217,44,0,,,3,1,masterDistractor,1
165,luxiaolin1217,45,0,,,1,1,wolfDistractor,0
166,luxiaolin1217,46,0,,,1,1,masterWolf,0
167,luxiaolin1217,47,0,,,1,1,wolfDistractor,1
168,luxiaolin1217,48,0,,,3,1,masterDistractor,0
169,luxiaolin1217,49,0,,,3,1,masterWolf,1
170,luxiaolin1217,50,0,,,1,1,wolfDistractor,0
171,luxiaolin1217,51,0,,,3,1,masterWolf,1
172,luxiaolin1217,52,0,,,3,1,masterDistractor,1
173,luxiaolin1217,53,0,,,3,1,wolfDistractor,1
174,luxiaolin1217,54,0,,,1,1,masterWolf,0
175,luxiaolin1217,55,0,,,3,1,wolfDistractor,0
176,luxiaolin1217,56,0,,,1,1,masterDistractor,1
177,luxiaolin1217,57,0,,,3,1,masterDistractor,0
178,luxiaolin1217,58,0,,,1,1,masterDistractor,1
179,luxiaolin1217,59,1,0.0,1.0,3,1,masterWolf,0
180,luxiaolin1217,60,1,0.0,1.0,1,1,wolfDistractor,0
181,luxiaolin1217,61,0,,,1,1,masterWolf,0
182,luxiaolin1217,62,0,,,1,1,wolfDistractor,0
183,luxiaolin1217,63,0,,,3,1,masterDistractor,1
184,luxiaolin1217,64,0,,,1,1,masterWolf,1
185,luxiaolin1217,65,0,,,1,1,masterDistractor,1
186,luxiaolin1217,66,0,,,1,1,wolfDistractor,1
187,luxiaolin1217,67,1,2.0,1.0,3,1,wolfDistractor,1
188,luxiaolin1217,68,0,,,1,1,wolfDistractor,1
189,luxiaolin1217,69,0,,,3,1,wolfDistractor,0
190,luxiaolin1217,70,0,,,1,1,masterDistractor,0
191,luxiaolin1217,71,0,,,3,1,masterWolf,1
192,luxiaolin1217,72,0,,,3,1,masterDistractor,0
193,luxiaolin1217,73,0,,,3,1,masterDistractor,0
194,luxiaolin1217,74,0,,,3,1,wolfDistractor,0
195,luxiaolin1217,75,0,,,1,1,masterDistractor,1
196,luxiaolin1217,76,0,,,3,1,wolfDistractor,1
197,luxiaolin1217,77,0,,,3,1,masterDistractor,1
198,luxiaolin1217,78,0,,,1,1,masterWolf,0
199,luxiaolin1217,79,0,,,3,1,masterDistractor,0
200,luxiaolin1217,80,0,,,1,1,wolfDistractor,1
201,luxiaolin1217,81,0,,,1,1,masterWolf,0
202,luxiaolin1217,82,0,,,3,1,masterWolf,1
203,luxiaolin1217,83,1,0.0,1.0,3,1,masterWolf,0
204,luxiaolin1217,84,0,,,1,1,masterDistractor,1
205,luxiaolin1217,85,0,,,3,1,wolfDistractor,1
206,luxiaolin1217,86,0,,,3,1,masterDistractor,1
207,luxiaolin1217,87,0,,,1,1,masterDistractor,0
208,luxiaolin1217,88,0,,,1,1,masterDistractor,0
209,luxiaolin1217,89,0,,,1,1,masterWolf,0
210,luxiaolin1217,90,0,,,1,1,masterDistractor,1
211,luxiaolin1217,91,0,,,3,1,wolfDistractor,0
212,luxiaolin1217,92,0,,,1,1,wolfDistractor,0
213,luxiaolin1217,93,0,,,3,1,masterWolf,0
214,luxiaolin1217,94,0,,,3,1,wolfDistractor,1
215,luxiaolin1217,95,0,,,3,1,wolfDistractor,1
216,luxiaolin1217,96,0,,,3,1,wolfDistractor,1
217,luxiaolin1217,97,0,,,1,1,masterDistractor,0
218,luxiaolin1217,98,0,,,1,1,wolfDistractor,1
219,luxiaolin1217,99,0,,,1,1,wolfDistractor,0
220,luxiaolin1217,100,0,,,1,1,masterWolf,1
221,luxiaolin1217,101,0,,,3,1,wolfDistractor,0
222,luxiaolin1217,102,1,0.0,2.0,3,1,wolfDistractor,0
223,luxiaolin1217,103,1,0.0,1.0,3,1,masterDistractor,0
224,luxiaolin1217,104,0,,,1,1,masterWolf,1
225,luxiaolin1217,105,0,,,1,1,wolfDistractor,1
226,luxiaolin1217,106,0,,,3,1,wolfDistractor,0
227,luxiaolin1217,107,0,,,3,1,masterDistractor,1
228,luxiaolin1217,108,0,,,3,1,masterDistractor,0
229,luxiaolin1217,109,0,,,1,1,masterWolf,0
230,luxiaolin1217,110,0,,,1,1,wolfDistractor,0
231,luxiaolin1217,111,0,,,1,1,masterWolf,1
232,luxiaolin1217,112,0,,,1,1,masterDistractor,0
233,luxiaolin1217,113,0,,,3,1,wolfDistractor,1
234,luxiaolin1217,114,0,,,3,1,wolfDistractor,1
235,luxiaolin1217,115,0,,,3,1,masterWolf,1
236,luxiaolin1217,116,1,0.0,1.0,3,1,wolfDistractor,0
237,luxiaolin1217,117,0,,,1,1,masterWolf,1
238,luxiaolin1217,118,0,,,1,1,masterDistractor,1
239,luxiaolin1217,119,0,,,3,1,masterWolf,1
240,shinan1115,0,1,0.0,1.0,3,1,wolfDistractor,0
241,shinan1115,1,0,,,1,1,wolfDistractor,1
242,shinan1115,2,0,,,1,1,wolfDistractor,0
243,shinan1115,3,0,,,3,1,wolfDistractor,1
244,shinan1115,4,0,,,1,1,wolfDistractor,0
245,shinan1115,5,0,,,1,1,masterWolf,1
246,shinan1115,6,0,,,1,1,wolfDistractor,1
247,shinan1115,7,0,,,1,1,wolfDistractor,0
248,shinan1115,8,0,,,1,1,wolfDistractor,0
249,shinan1115,9,0,,,3,1,masterDistractor,0
250,shinan1115,10,0,,,1,1,masterDistractor,0
251,shinan1115,11,0,,,1,1,wolfDistractor,0
252,shinan1115,12,0,,,3,1,masterWolf,1
253,shinan1115,13,0,,,1,1,wolfDistractor,1
254,shinan1115,14,0,,,1,1,masterDistractor,1
255,shinan1115,15,0,,,1,1,masterDistractor,0
256,shinan1115,16,0,,,1,1,wolfDistractor,1
257,shinan1115,17,0,,,1,1,masterWolf,0
258,shinan1115,18,0,,,1,1,masterDistractor,0
259,shinan1115,19,0,,,1,1,masterDistractor,1
260,shinan1115,20,1,0.0,1.0,3,1,masterWolf,0
261,shinan1115,21,0,,,1,1,masterWolf,0
262,shinan1115,22,0,,,1,1,masterWolf,1
263,shinan1115,23,0,,,1,1,masterWolf,0
264,shinan1115,24,1,0.0,1.0,3,1,masterWolf,0
265,shinan1115,25,0,,,1,1,masterWolf,0
266,shinan1115,26,0,,,3,1,wolfDistractor,0
267,shinan1115,27,1,0.0,1.0,3,1,masterWolf,0
268,shinan1115,28,0,,,1,1,masterDistractor,0
269,shinan1115,29,0,,,1,1,masterWolf,1
270,shinan1115,30,0,,,1,1,wolfDistractor,0
271,shinan1115,31,0,,,3,1,wolfDistractor,0
272,shinan1115,32,0,,,1,1,masterWolf,1
273,shinan1115,33,0,,,3,1,wolfDistractor,0
274,shinan1115,34,0,,,3,1,masterWolf,1
275,shinan1115,35,0,,,1,1,masterDistractor,0
276,shinan1115,36,0,,,1,1,masterDistractor,0
277,shinan1115,37,0,,,3,1,wolfDistractor,1
278,shinan1115,38,0,,,3,1,masterDistractor,1
279,shinan1115,39,0,,,3,1,wolfDistractor,0
280,shinan1115,40,0,,,1,1,masterDistractor,0
281,shinan1115,41,0,,,1,1,masterWolf,0
282,shinan1115,42,0,,,1,1,masterWolf,1
283,shinan1115,43,0,,,1,1,masterDistractor,1
284,shinan1115,44,0,,,1,1,wolfDistractor,1
285,shinan1115,45,0,,,3,1,masterDistractor,1
286,shinan1115,46,0,,,3,1,masterDistractor,1
287,shinan1115,47,0,,,1,1,masterDistractor,0
288,shinan1115,48,0,,,3,1,wolfDistractor,1
289,shinan1115,49,0,,,3,1,masterDistractor,0
290,shinan1115,50,0,,,3,1,wolfDistractor,1
291,shinan1115,51,0,,,1,1,masterWolf,1
292,shinan1115,52,0,,,3,1,masterDistractor,0
293,shinan1115,53,1,0.0,1.0,3,1,masterWolf,0
294,shinan1115,54,0,,,1,1,masterWolf,0
295,shinan1115,55,0,,,3,1,masterDistractor,1
296,shinan1115,56,0,,,3,1,masterWolf,1
297,shinan1115,57,0,,,1,1,masterDistractor,1
298,shinan1115,58,0,,,1,1,wolfDistractor,1
299,shinan1115,59,0,,,1,1,wolfDistractor,0
300,shinan1115,60,0,,,1,1,masterWolf,1
301,shinan1115,61,0,,,1,1,wolfDistractor,1
302,shinan1115,62,0,,,3,1,wolfDistractor,0
303,shinan1115,63,0,,,3,1,wolfDistractor,0
304,shinan1115,64,0,,,1,1,masterWolf,1
305,shinan1115,65,0,,,3,1,masterDistractor,0
306,shinan1115,66,0,,,3,1,masterDistractor,0
307,shinan1115,67,0,,,1,1,wolfDistractor,0
308,shinan1115,68,0,,,3,1,masterWolf,1
309,shinan1115,69,0,,,1,1,wolfDistractor,0
310,shinan1115,70,0,,,3,1,masterDistractor,1
311,shinan1115,71,0,,,3,1,wolfDistractor,1
312,shinan1115,72,0,,,1,1,masterDistractor,1
313,shinan1115,73,0,,,3,1,masterWolf,1
314,shinan1115,74,1,0.0,1.0,3,1,masterWolf,0
315,shinan1115,75,0,,,3,1,masterDistractor,0
316,shinan1115,76,0,,,3,1,masterDistractor,1
317,shinan1115,77,0,,,3,1,wolfDistractor,1
318,shinan1115,78,0,,,3,1,wolfDistractor,1
319,shinan1115,79,0,,,3,1,masterDistractor,1
320,shinan1115,80,1,0.0,1.0,3,1,masterWolf,1
321,shinan1115,81,0,,,3,1,masterDistractor,1
322,shinan1115,82,0,,,3,1,wolfDistractor,0
323,shinan1115,83,0,,,1,1,masterDistractor,1
324,shinan1115,84,0,,,1,1,masterWolf,0
